Date,Day,Lecture_Number,Start_Time,Subject,Faculty_ID,Semester,Branch,Section,Classroom,Total_Enrolled,Students_Present,Attendance_Pct,Session_Type,Test_Week,Assignment_Due,Holiday_Near,Day_of_Semester,Week_Number,Month,Day_of_Month,Is_Weekend,Time_of_Day,Lecture_DateTime,Prev_Lecture_Pct,Rolling_3_Avg,Rolling_7_Avg,Monthly_Avg_Attendance,Consecutive_Lecture_Count,Gap_Hours,Attendance_Risk,Attendance_Risk_Code
2026-05-10,Monday,5,02:00 PM,Financial Management,Prof. Kulkarni,4,MBA,B,Room 202,120,59,49.17,Theory,0,0,0,126,18,5,10,0,Afternoon,2026-05-10 14:00:00,60.83,68.88666666666666,76.50714285714285,78.20895104895105,5,1.75,CRITICAL,0
2026-05-10,Monday,6,03:00 PM,Cloud Computing,Prof. Patil,4,MBA,B,Auditorium,120,69,57.5,Theory,0,0,0,126,18,5,10,0,Afternoon,2026-05-10 15:00:00,49.17,61.666666666666664,71.50714285714285,78.00729166666666,6,1.0,WARNING,1
2026-05-11,Monday,4,12:15 PM,Cloud Computing,Ishwari Gaikwad,4,MBA,B,Room 201,120,89,74.17,Theory,0,0,0,127,19,5,11,0,Afternoon,2026-05-11 12:15:00,57.5,55.833333333333336,67.10285714285715,77.86586206896551,1,21.25,WARNING,1
2026-05-11,Monday,4,12:15 PM,HR Analytics,Prof. Sharma,4,MBA,B,Lab 1,120,97,80.83,Practical,0,0,0,127,19,5,11,0,Afternoon,2026-05-11 12:15:00,74.17,60.28,67.34142857142857,77.84054794520547,2,24.0,SAFE,2
2026-05-11,Monday,6,03:00 PM,Web Development,Akash Upadhayay,2,MBA,B,Lab 1,120,84,70.0,Practical,0,0,0,127,19,5,11,0,Afternoon,2026-05-11 15:00:00,80.83,70.83333333333333,66.90428571428572,77.8608843537415,3,2.75,WARNING,1
2026-05-12,Tuesday,4,12:15 PM,HR Analytics,Prof. Deshmukh,2,MBA,B,Auditorium,120,95,79.17,Theory,0,0,0,128,19,5,12,0,Afternoon,2026-05-12 12:15:00,70.0,75.0,66.78571428571429,77.80777027027027,1,21.25,SAFE,2
2026-05-13,Wednesday,1,09:00 AM,Advanced DBMS,Prof. Deshmukh,4,MBA,B,Room 202,120,89,74.17,Theory,0,0,0,129,19,5,13,0,Morning,2026-05-13 09:00:00,79.17,76.66666666666667,67.38142857142857,77.81691275167785,1,20.75,WARNING,1
2026-05-13,Wednesday,1,09:00 AM,Financial Management,Prof. Sharma,2,MBA,B,Room 201,120,95,78.89,Theory,0,0,0,129,19,5,13,0,Morning,2026-05-13 09:00:00,74.17,74.44666666666667,69.28714285714285,77.7926,2,24.0,SAFE,2
2026-05-13,Wednesday,3,11:15 AM,Web Development,Prof. Sharma,2,MBA,B,Room 201,120,115,95.83,Theory,0,0,0,129,19,5,13,0,Morning,2026-05-13 11:15:00,78.89,77.41000000000001,73.53285714285714,77.79986754966887,3,2.25,SAFE,2
2026-05-13,Wednesday,5,02:00 PM,Machine Learning,Akash Upadhayay,4,MBA,B,Room 202,120,75,62.5,Theory,1,0,0,129,19,5,13,0,Afternoon,2026-05-13 14:00:00,95.83,82.96333333333332,79.00857142857141,77.91848684210527,4,2.75,WARNING,1
2026-05-14,Thursday,1,09:00 AM,Financial Management,Prof. Sharma,2,MBA,B,Room 201,120,92,76.67,Theory,0,0,0,130,19,5,14,0,Morning,2026-05-14 09:00:00,62.5,79.07333333333332,77.34142857142857,77.81771241830066,1,19.0,SAFE,2
2026-05-14,Thursday,2,10:00 AM,Financial Management,Prof. Patil,2,MBA,B,Lab 1,120,89,74.17,Practical,0,0,1,130,19,5,14,0,Morning,2026-05-14 10:00:00,76.67,78.33333333333333,76.74714285714286,77.81025974025974,2,1.0,WARNING,1
2026-05-14,Thursday,4,12:15 PM,Python Programming,Akash Upadhayay,4,MBA,B,Lab 1,120,100,83.33,Practical,0,1,0,130,19,5,14,0,Afternoon,2026-05-14 12:15:00,74.17,71.11333333333334,77.34285714285714,77.7867741935484,3,2.25,SAFE,2
2026-05-15,Friday,4,12:15 PM,Machine Learning,Prof. Patil,2,MBA,B,Room 202,120,99,82.5,Theory,0,1,0,131,19,5,15,0,Afternoon,2026-05-15 12:15:00,83.33,78.05666666666667,77.93714285714286,77.8223076923077,1,24.0,SAFE,2
2026-05-16,Saturday,5,02:00 PM,Cloud Computing,Prof. Patil,2,MBA,B,Lab 1,120,77,64.17,Practical,1,0,0,132,19,5,16,1,Afternoon,2026-05-16 14:00:00,82.5,80.0,79.12714285714286,77.85210191082803,1,25.75,WARNING,1
2026-05-16,Saturday,6,03:00 PM,HR Analytics,Prof. Kulkarni,2,MBA,B,Lab 2,120,88,73.33,Practical,0,0,0,132,19,5,16,1,Afternoon,2026-05-16 15:00:00,64.17,76.66666666666667,77.02428571428572,77.76550632911393,2,1.0,WARNING,1
2026-05-16,Saturday,6,03:00 PM,Advanced DBMS,Prof. Deshmukh,2,MBA,B,Room 201,120,82,68.33,Theory,0,1,0,132,19,5,16,1,Afternoon,2026-05-16 15:00:00,73.33,73.33333333333333,73.80999999999999,77.73761006289308,3,24.0,WARNING,1
2026-05-17,Monday,2,10:00 AM,Cloud Computing,Akash Upadhayay,4,MBA,B,Room 202,120,91,75.83,Theory,0,1,0,133,19,5,17,0,Morning,2026-05-17 10:00:00,68.33,68.61,74.64285714285714,77.6788125,1,19.0,SAFE,2
2026-05-17,Monday,3,11:15 AM,HR Analytics,Prof. Sharma,4,MBA,B,Lab 1,120,79,65.83,Practical,0,1,1,133,19,5,17,0,Morning,2026-05-17 11:15:00,75.83,72.49666666666666,74.52285714285715,77.66732919254659,2,1.25,WARNING,1
2026-05-17,Monday,3,11:15 AM,Web Development,Prof. Deshmukh,4,MBA,B,Auditorium,120,60,50.0,Theory,1,0,0,133,19,5,17,0,Morning,2026-05-17 11:15:00,65.83,69.99666666666667,73.33142857142857,77.59425925925926,3,24.0,CRITICAL,0
2026-05-17,Monday,4,12:15 PM,HR Analytics,Prof. Kulkarni,4,MBA,B,Room 202,120,86,71.67,Theory,0,0,1,133,19,5,17,0,Afternoon,2026-05-17 12:15:00,50.0,63.88666666666668,68.57,77.42496932515337,4,1.0,WARNING,1
2026-05-17,Monday,5,02:00 PM,Machine Learning,Prof. Patil,4,MBA,B,Lab 2,120,100,83.33,Practical,0,0,0,133,19,5,17,0,Afternoon,2026-05-17 14:00:00,71.67,62.5,67.02285714285715,77.38987804878049,5,1.75,SAFE,2
2026-05-17,Monday,6,03:00 PM,Cloud Computing,Akash Upadhayay,4,MBA,B,Auditorium,120,83,69.17,Theory,0,0,0,133,19,5,17,0,Afternoon,2026-05-17 15:00:00,83.33,68.33333333333333,69.76,77.42587878787879,6,1.0,WARNING,1
2026-05-18,Monday,5,02:00 PM,Machine Learning,Akash Upadhayay,4,MBA,B,Room 202,120,111,92.5,Theory,0,0,0,134,20,5,18,0,Afternoon,2026-05-18 14:00:00,69.17,74.72333333333334,69.16571428571429,77.37614457831326,1,23.0,SAFE,2
2026-05-18,Monday,5,02:00 PM,Cloud Computing,Akash Upadhayay,2,MBA,B,Room 201,120,102,85.0,Theory,0,0,0,134,20,5,18,0,Afternoon,2026-05-18 14:00:00,92.5,81.66666666666667,72.61857142857143,77.46670658682635,2,24.0,SAFE,2
2026-05-18,Monday,6,03:00 PM,Financial Management,Prof. Kulkarni,2,MBA,B,Room 201,120,79,65.83,Theory,0,0,0,134,20,5,18,0,Afternoon,2026-05-18 15:00:00,85.0,82.22333333333334,73.92857142857143,77.51154761904762,3,1.0,WARNING,1
2026-05-19,Tuesday,6,03:00 PM,Cloud Computing,Prof. Kulkarni,2,MBA,B,Room 201,120,86,71.67,Theory,0,0,0,135,20,5,19,0,Afternoon,2026-05-19 15:00:00,65.83,81.11,73.92857142857143,77.44242603550296,1,24.0,WARNING,1
2026-05-20,Wednesday,2,10:00 AM,Python Programming,Prof. Patil,4,MBA,B,Room 201,120,96,80.0,Theory,0,0,0,136,20,5,20,0,Morning,2026-05-20 10:00:00,71.67,74.16666666666667,77.02428571428572,77.4084705882353,1,19.0,SAFE,2
2026-05-20,Wednesday,5,02:00 PM,Financial Management,Ishwari Gaikwad,2,MBA,B,Lab 1,120,109,90.83,Practical,0,0,0,136,20,5,20,0,Afternoon,2026-05-20 14:00:00,80.0,72.5,78.21428571428571,77.42362573099416,2,4.0,SAFE,2
2026-05-20,Wednesday,6,03:00 PM,Cloud Computing,Prof. Patil,4,MBA,B,Room 202,120,90,75.0,Theory,0,0,0,136,20,5,20,0,Afternoon,2026-05-20 15:00:00,90.83,80.83333333333333,79.28571428571429,77.50156976744186,3,1.0,WARNING,1
2026-05-20,Wednesday,6,03:00 PM,Machine Learning,Prof. Sharma,2,MBA,B,Auditorium,120,74,61.67,Theory,1,0,0,136,20,5,20,0,Afternoon,2026-05-20 15:00:00,75.0,81.94333333333333,80.11857142857143,77.4871098265896,4,24.0,WARNING,1
2026-05-21,Thursday,2,10:00 AM,Advanced DBMS,Ishwari Gaikwad,4,MBA,B,Room 201,120,97,80.83,Theory,0,0,0,137,20,5,21,0,Morning,2026-05-21 10:00:00,61.67,75.83333333333333,75.71428571428571,77.39620689655173,1,19.0,SAFE,2
2026-05-21,Thursday,4,12:15 PM,Cloud Computing,Prof. Deshmukh,2,MBA,B,Auditorium,120,112,93.33,Theory,0,0,0,137,20,5,21,0,Afternoon,2026-05-21 12:15:00,80.83,72.5,75.11857142857143,77.41582857142858,2,2.25,SAFE,2
2026-05-21,Thursday,5,02:00 PM,Python Programming,Prof. Patil,4,MBA,B,Room 202,120,104,86.67,Theory,0,0,0,137,20,5,21,0,Afternoon,2026-05-21 14:00:00,93.33,78.61,79.04714285714286,77.50625000000001,3,1.75,SAFE,2
2026-05-22,Friday,4,12:15 PM,Financial Management,Prof. Patil,4,MBA,B,Room 202,120,99,82.5,Theory,0,0,0,138,20,5,22,0,Afternoon,2026-05-22 12:15:00,86.67,86.94333333333333,81.19000000000001,77.55802259887005,1,22.25,SAFE,2
2026-05-23,Saturday,2,10:00 AM,HR Analytics,Prof. Sharma,4,MBA,B,Auditorium,120,85,70.83,Theory,0,0,0,139,20,5,23,1,Morning,2026-05-23 10:00:00,82.5,87.5,81.54714285714286,77.58578651685393,1,21.75,WARNING,1
2026-05-23,Saturday,2,10:00 AM,Financial Management,Prof. Kulkarni,4,MBA,B,Auditorium,120,94,78.33,Theory,0,0,0,139,20,5,23,1,Morning,2026-05-23 10:00:00,70.83,80.0,78.69000000000001,77.54804469273743,2,24.0,SAFE,2
2026-05-23,Saturday,3,11:15 AM,HR Analytics,Akash Upadhayay,4,MBA,B,Lab 1,120,117,97.5,Practical,0,0,0,139,20,5,23,1,Morning,2026-05-23 11:15:00,78.33,77.22,79.16571428571429,77.55238888888888,3,1.25,SAFE,2
2026-05-23,Saturday,4,12:15 PM,Web Development,Prof. Kulkarni,2,MBA,B,Auditorium,120,92,76.67,Theory,0,0,1,139,20,5,23,1,Afternoon,2026-05-23 12:15:00,97.5,82.22,84.28428571428572,77.66259668508287,4,1.0,SAFE,2
2026-05-23,Saturday,5,02:00 PM,Machine Learning,Akash Upadhayay,2,MBA,B,Lab 2,120,83,69.17,Practical,0,1,0,139,20,5,23,1,Afternoon,2026-05-23 14:00:00,76.67,84.16666666666667,83.69000000000001,77.65714285714286,5,1.75,WARNING,1
2026-05-24,Monday,2,10:00 AM,Web Development,Prof. Patil,2,MBA,B,Auditorium,120,91,75.83,Theory,0,0,0,140,20,5,24,0,Morning,2026-05-24 10:00:00,69.17,81.11333333333333,80.23857142857142,77.6107650273224,1,20.0,SAFE,2
2026-05-24,Monday,3,11:15 AM,HR Analytics,Akash Upadhayay,4,MBA,B,Room 201,120,88,73.33,Theory,0,0,0,140,20,5,24,0,Morning,2026-05-24 11:15:00,75.83,73.89,78.69000000000001,77.60108695652174,2,1.25,WARNING,1
2026-05-24,Monday,5,02:00 PM,Machine Learning,Akash Upadhayay,4,MBA,B,Room 201,120,73,60.83,Theory,0,0,1,140,20,5,24,0,Afternoon,2026-05-24 14:00:00,73.33,72.77666666666666,77.38,77.578,3,2.75,WARNING,1
2026-05-24,Monday,6,03:00 PM,Python Programming,Ishwari Gaikwad,2,MBA,B,Room 202,120,94,78.33,Theory,0,0,0,140,20,5,24,0,Afternoon,2026-05-24 15:00:00,60.83,69.99666666666667,75.95142857142856,77.48795698924731,4,1.0,SAFE,2
2026-05-24,Monday,6,03:00 PM,Web Development,Prof. Kulkarni,4,MBA,B,Room 202,120,86,71.67,Theory,0,0,0,140,20,5,24,0,Afternoon,2026-05-24 15:00:00,78.33,70.83,75.95142857142856,77.49245989304814,5,24.0,WARNING,1
2026-05-25,Monday,2,10:00 AM,Financial Management,Prof. Kulkarni,4,MBA,B,Room 201,120,97,80.83,Theory,0,0,1,141,21,5,25,0,Morning,2026-05-25 10:00:00,71.67,70.27666666666666,72.26142857142857,77.46148936170214,1,19.0,SAFE,2
2026-05-25,Monday,6,03:00 PM,Cloud Computing,Prof. Sharma,4,MBA,B,Room 202,120,77,64.17,Theory,0,0,0,141,21,5,25,0,Afternoon,2026-05-25 15:00:00,80.83,76.94333333333334,72.85571428571428,77.47931216931217,2,5.0,WARNING,1
2026-05-25,Monday,6,03:00 PM,Python Programming,Prof. Deshmukh,2,MBA,B,Lab 1,120,95,79.17,Practical,0,0,0,141,21,5,25,0,Afternoon,2026-05-25 15:00:00,64.17,72.22333333333334,72.14142857142858,77.40926315789474,3,24.0,SAFE,2
2026-05-26,Tuesday,1,09:00 AM,Cloud Computing,Prof. Sharma,4,MBA,B,Room 202,120,90,75.0,Theory,0,0,0,142,21,5,26,0,Morning,2026-05-26 09:00:00,79.17,74.72333333333333,72.61857142857143,77.41848167539267,1,18.0,WARNING,1
2026-05-26,Tuesday,2,10:00 AM,Advanced DBMS,Prof. Sharma,4,MBA,B,Room 201,120,120,100.0,Theory,0,0,0,142,21,5,26,0,Morning,2026-05-26 10:00:00,75.0,72.78,72.85714285714286,77.40588541666666,2,1.0,SAFE,2
2026-05-26,Tuesday,4,12:15 PM,Cloud Computing,Prof. Sharma,4,MBA,B,Room 202,120,84,70.0,Theory,0,0,1,142,21,5,26,0,Afternoon,2026-05-26 12:15:00,100.0,84.72333333333334,78.45285714285714,77.52295336787564,3,2.25,WARNING,1
2026-05-26,Tuesday,4,12:15 PM,Machine Learning,Prof. Patil,4,MBA,B,Auditorium,120,80,66.67,Theory,0,0,1,142,21,5,26,0,Afternoon,2026-05-26 12:15:00,70.0,81.66666666666667,77.26285714285714,77.48417525773196,4,24.0,WARNING,1
2026-05-26,Tuesday,6,03:00 PM,HR Analytics,Prof. Sharma,4,MBA,B,Room 202,120,90,75.0,Theory,0,0,0,142,21,5,26,0,Afternoon,2026-05-26 15:00:00,66.67,78.89,76.54857142857144,77.42871794871795,5,2.75,WARNING,1
2026-05-27,Wednesday,5,02:00 PM,Python Programming,Ishwari Gaikwad,4,MBA,B,Auditorium,120,116,96.67,Theory,0,1,0,143,21,5,27,0,Afternoon,2026-05-27 14:00:00,75.0,70.55666666666667,75.71571428571428,77.41632653061225,1,23.0,SAFE,2
2026-05-28,Thursday,6,03:00 PM,HR Analytics,Prof. Deshmukh,2,MBA,B,Lab 1,120,92,76.67,Practical,0,1,0,144,21,5,28,0,Afternoon,2026-05-28 15:00:00,96.67,79.44666666666667,80.35857142857142,77.51406091370559,1,25.0,SAFE,2
2026-05-29,Friday,3,11:15 AM,HR Analytics,Ishwari Gaikwad,4,MBA,B,Room 202,120,113,94.17,Theory,0,0,0,145,21,5,29,0,Morning,2026-05-29 11:15:00,76.67,82.78000000000002,80.00142857142858,77.50979797979798,1,20.25,SAFE,2
2026-05-30,Saturday,1,09:00 AM,Machine Learning,Prof. Sharma,4,MBA,B,Lab 1,120,87,72.5,Practical,0,1,0,146,21,5,30,1,Morning,2026-05-30 09:00:00,94.17,89.17,82.74,77.5935175879397,1,21.75,WARNING,1
2026-05-30,Saturday,1,09:00 AM,HR Analytics,Ishwari Gaikwad,4,MBA,B,Auditorium,120,94,78.33,Theory,0,0,0,146,21,5,30,1,Morning,2026-05-30 09:00:00,72.5,81.11333333333333,78.81142857142856,77.56805,2,24.0,SAFE,2
2026-05-30,Saturday,4,12:15 PM,Advanced DBMS,Akash Upadhayay,4,MBA,B,Room 201,120,101,84.17,Theory,0,0,0,146,21,5,30,1,Afternoon,2026-05-30 12:15:00,78.33,81.66666666666667,80.00142857142858,77.5718407960199,3,3.25,SAFE,2
2026-05-30,Saturday,6,03:00 PM,Cloud Computing,Prof. Kulkarni,4,MBA,B,Auditorium,120,76,63.33,Theory,0,0,0,146,21,5,30,1,Afternoon,2026-05-30 15:00:00,84.17,78.33333333333333,82.50142857142858,77.60450495049506,4,2.75,WARNING,1
2026-05-31,Monday,1,09:00 AM,Machine Learning,Akash Upadhayay,2,MBA,B,Room 202,120,95,79.17,Theory,0,0,0,147,21,5,31,0,Morning,2026-05-31 09:00:00,63.33,75.27666666666666,80.83428571428571,77.53418719211822,1,18.0,SAFE,2
2026-06-01,Monday,5,02:00 PM,Cloud Computing,Prof. Sharma,2,MBA,B,Room 201,120,75,62.5,Theory,1,1,0,148,22,6,1,0,Afternoon,2026-06-01 14:00:00,79.17,75.55666666666667,78.33428571428571,78.00454545454545,1,29.0,WARNING,1
2026-06-01,Monday,5,02:00 PM,Web Development,Prof. Kulkarni,2,MBA,B,Lab 1,120,88,73.33,Practical,0,0,0,148,22,6,1,0,Afternoon,2026-06-01 14:00:00,62.5,68.33333333333333,76.30999999999999,76.71249999999999,2,24.0,WARNING,1
2026-06-01,Monday,6,03:00 PM,HR Analytics,Prof. Sharma,2,MBA,B,Auditorium,120,62,51.67,Theory,0,0,1,148,22,6,1,0,Afternoon,2026-06-01 15:00:00,73.33,71.66666666666667,73.33285714285714,76.4523076923077,3,1.0,WARNING,1
2026-06-01,Monday,6,03:00 PM,Financial Management,Prof. Deshmukh,4,MBA,B,Lab 2,120,79,65.83,Practical,0,0,0,148,22,6,1,0,Afternoon,2026-06-01 15:00:00,51.67,62.5,70.35714285714286,74.68214285714285,4,24.0,WARNING,1
2026-06-01,Monday,6,03:00 PM,Web Development,Ishwari Gaikwad,4,MBA,B,Room 201,120,85,70.83,Theory,0,0,0,148,22,6,1,0,Afternoon,2026-06-01 15:00:00,65.83,63.60999999999999,68.57142857142857,74.09200000000001,5,24.0,WARNING,1
2026-06-02,Tuesday,1,09:00 AM,Cloud Computing,Prof. Deshmukh,4,MBA,B,Lab 1,120,99,82.5,Practical,0,0,0,149,22,6,2,0,Morning,2026-06-02 09:00:00,70.83,62.776666666666664,66.66571428571429,73.888125,1,18.0,SAFE,2
2026-06-03,Wednesday,1,09:00 AM,Web Development,Prof. Sharma,4,MBA,B,Room 201,120,86,71.67,Theory,0,0,1,150,22,6,3,0,Morning,2026-06-03 09:00:00,82.5,73.05333333333333,69.4042857142857,74.39470588235294,1,24.0,WARNING,1
2026-06-03,Wednesday,4,12:15 PM,HR Analytics,Ishwari Gaikwad,2,MBA,B,Room 202,120,101,84.17,Theory,0,0,0,150,22,6,3,0,Afternoon,2026-06-03 12:15:00,71.67,75.0,68.33285714285714,74.24333333333334,2,3.25,SAFE,2
2026-06-03,Wednesday,6,03:00 PM,Machine Learning,Akash Upadhayay,2,MBA,B,Lab 2,120,84,70.0,Practical,0,0,0,150,22,6,3,0,Afternoon,2026-06-03 15:00:00,84.17,79.44666666666667,71.42857142857143,74.76578947368421,3,2.75,WARNING,1
2026-01-05,Monday,5,02:00 PM,Advanced DBMS,Prof. Patil,2,MBA,C,Lab 1,120,97,80.83,Practical,0,0,0,1,1,1,5,0,Afternoon,2026-01-05 14:00:00,78.9210138888889,78.9210138888889,78.9210138888889,79.98981595092025,1,24.0,SAFE,2
2026-01-05,Monday,6,03:00 PM,Web Development,Prof. Deshmukh,2,MBA,C,Lab 2,120,94,78.33,Practical,0,0,0,1,1,1,5,0,Afternoon,2026-01-05 15:00:00,80.83,80.83,80.83,79.99493902439025,2,1.0,SAFE,2
2026-01-06,Tuesday,1,09:00 AM,Web Development,Ishwari Gaikwad,2,MBA,C,Room 202,120,106,88.33,Theory,0,0,0,2,1,1,6,0,Morning,2026-01-06 09:00:00,78.33,79.58,79.58,79.98484848484848,1,18.0,SAFE,2
2026-01-06,Tuesday,4,12:15 PM,Python Programming,Prof. Deshmukh,2,MBA,C,Lab 1,120,105,87.5,Practical,0,0,0,2,1,1,6,0,Afternoon,2026-01-06 12:15:00,88.33,82.49666666666667,82.49666666666667,80.0351204819277,2,3.25,SAFE,2
2026-01-06,Tuesday,5,02:00 PM,Web Development,Prof. Deshmukh,2,MBA,C,Room 202,120,101,84.17,Theory,0,0,0,2,1,1,6,0,Afternoon,2026-01-06 14:00:00,87.5,84.72000000000001,83.7475,80.07982035928144,3,1.75,SAFE,2
2026-01-06,Tuesday,6,03:00 PM,Financial Management,Ishwari Gaikwad,2,MBA,C,Auditorium,120,86,71.67,Theory,0,0,0,2,1,1,6,0,Afternoon,2026-01-06 15:00:00,84.17,86.66666666666667,83.832,80.10416666666667,4,1.0,WARNING,1
2026-01-07,Wednesday,2,10:00 AM,Python Programming,Prof. Deshmukh,4,MBA,C,Room 201,120,104,86.67,Theory,0,0,0,3,1,1,7,0,Morning,2026-01-07 10:00:00,71.67,81.11333333333334,81.80499999999999,80.05426035502958,1,19.0,SAFE,2
2026-01-07,Wednesday,4,12:15 PM,Advanced DBMS,Akash Upadhayay,4,MBA,C,Room 202,120,106,88.33,Theory,0,0,0,3,1,1,7,0,Afternoon,2026-01-07 12:15:00,86.67,80.83666666666667,82.5,80.09317647058823,2,2.25,SAFE,2
2026-01-07,Wednesday,5,02:00 PM,HR Analytics,Ishwari Gaikwad,2,MBA,C,Lab 2,120,104,86.67,Practical,0,0,0,3,1,1,7,0,Afternoon,2026-01-07 14:00:00,88.33,82.22333333333334,83.57142857142857,80.14134502923977,3,1.75,SAFE,2
2026-01-07,Wednesday,6,03:00 PM,Cloud Computing,Prof. Kulkarni,2,MBA,C,Auditorium,120,79,65.83,Theory,0,0,1,3,1,1,7,0,Afternoon,2026-01-07 15:00:00,86.67,87.22333333333331,84.76285714285713,80.17930232558139,4,1.0,WARNING,1
2026-01-08,Thursday,1,09:00 AM,HR Analytics,Prof. Deshmukh,2,MBA,C,Lab 1,120,111,92.5,Practical,0,0,0,4,1,1,8,0,Morning,2026-01-08 09:00:00,65.83,80.27666666666666,81.54857142857144,80.0963583815029,1,18.0,SAFE,2
2026-01-08,Thursday,2,10:00 AM,Financial Management,Ishwari Gaikwad,2,MBA,C,Lab 2,120,95,79.17,Practical,1,0,0,4,1,1,8,0,Morning,2026-01-08 10:00:00,92.5,81.66666666666667,82.26285714285714,80.16764367816091,2,1.0,SAFE,2
2026-01-08,Thursday,3,11:15 AM,Machine Learning,Prof. Sharma,4,MBA,C,Lab 2,120,85,70.83,Practical,0,0,1,4,1,1,8,0,Morning,2026-01-08 11:15:00,79.17,79.16666666666667,81.54857142857144,80.16194285714286,3,1.25,WARNING,1
2026-01-08,Thursday,3,11:15 AM,Python Programming,Ishwari Gaikwad,4,MBA,C,Auditorium,120,102,85.0,Theory,0,0,0,4,1,1,8,0,Morning,2026-01-08 11:15:00,70.83,80.83333333333333,81.42857142857143,80.10892045454545,4,24.0,SAFE,2
2026-01-08,Thursday,5,02:00 PM,HR Analytics,Akash Upadhayay,2,MBA,C,Auditorium,120,94,78.33,Theory,0,0,0,4,1,1,8,0,Afternoon,2026-01-08 14:00:00,85.0,78.33333333333333,81.19000000000001,80.13655367231638,5,2.75,SAFE,2
2026-01-09,Friday,1,09:00 AM,Advanced DBMS,Ishwari Gaikwad,4,MBA,C,Room 201,120,94,78.33,Theory,0,0,0,5,1,1,9,0,Morning,2026-01-09 09:00:00,78.33,78.05333333333333,79.76142857142858,80.12640449438203,1,19.0,SAFE,2
2026-01-09,Friday,3,11:15 AM,Web Development,Prof. Sharma,4,MBA,C,Auditorium,120,99,82.5,Theory,0,0,0,5,1,1,9,0,Morning,2026-01-09 11:15:00,78.33,80.55333333333333,78.57000000000001,80.1163687150838,2,2.25,SAFE,2
2026-01-09,Friday,4,12:15 PM,Advanced DBMS,Prof. Patil,4,MBA,C,Room 201,120,109,90.83,Theory,0,0,0,5,1,1,9,0,Afternoon,2026-01-09 12:15:00,82.5,79.71999999999998,80.95142857142856,80.12961111111112,3,1.0,SAFE,2
2026-01-09,Friday,5,02:00 PM,Python Programming,Prof. Deshmukh,2,MBA,C,Room 202,120,102,85.0,Theory,0,0,0,5,1,1,9,0,Afternoon,2026-01-09 14:00:00,90.83,83.88666666666667,80.71285714285715,80.18872928176795,4,1.75,SAFE,2
2026-01-09,Friday,6,03:00 PM,Cloud Computing,Akash Upadhayay,2,MBA,C,Room 201,120,95,78.89,Theory,0,1,0,5,1,1,9,0,Afternoon,2026-01-09 15:00:00,85.0,86.11,81.54571428571428,80.21516483516483,5,1.0,SAFE,2
2026-01-10,Saturday,2,10:00 AM,Financial Management,Prof. Deshmukh,4,MBA,C,Auditorium,120,91,75.83,Theory,0,0,0,6,1,1,10,1,Morning,2026-01-10 10:00:00,78.89,84.90666666666665,82.69714285714285,80.20792349726776,1,19.0,SAFE,2
2026-01-10,Saturday,4,12:15 PM,HR Analytics,Ishwari Gaikwad,2,MBA,C,Lab 1,120,115,95.83,Practical,0,0,0,6,1,1,10,1,Afternoon,2026-01-10 12:15:00,75.83,79.90666666666667,81.38714285714286,80.1841304347826,2,2.25,SAFE,2
2026-01-10,Saturday,6,03:00 PM,Financial Management,Prof. Patil,4,MBA,C,Room 201,120,87,72.5,Theory,0,0,0,6,1,1,10,1,Afternoon,2026-01-10 15:00:00,95.83,83.51666666666667,83.88714285714285,80.2687027027027,3,2.75,WARNING,1
2026-01-11,Monday,1,09:00 AM,Web Development,Prof. Sharma,2,MBA,C,Lab 2,120,120,100.0,Practical,0,0,0,7,1,1,11,0,Morning,2026-01-11 09:00:00,72.5,81.38666666666667,83.05428571428571,80.22693548387096,1,18.0,SAFE,2
2026-01-11,Monday,6,03:00 PM,Advanced DBMS,Prof. Patil,2,MBA,C,Lab 2,120,92,76.67,Practical,0,0,0,7,1,1,11,0,Afternoon,2026-01-11 15:00:00,100.0,89.44333333333333,85.55428571428571,80.33267379679144,2,6.0,SAFE,2
2026-01-11,Monday,6,03:00 PM,Financial Management,Prof. Patil,4,MBA,C,Auditorium,120,88,73.33,Theory,0,0,0,7,1,1,11,0,Afternoon,2026-01-11 15:00:00,76.67,83.05666666666667,83.53142857142858,80.3131914893617,3,24.0,WARNING,1
2026-01-13,Tuesday,3,11:15 AM,Advanced DBMS,Ishwari Gaikwad,2,MBA,C,Auditorium,120,99,82.5,Theory,0,0,0,9,2,1,13,0,Morning,2026-01-13 11:15:00,73.33,83.33333333333333,81.86428571428571,80.27624338624338,1,44.25,SAFE,2
2026-01-13,Tuesday,4,12:15 PM,Advanced DBMS,Ishwari Gaikwad,4,MBA,C,Lab 2,120,109,90.83,Practical,0,0,0,9,2,1,13,0,Afternoon,2026-01-13 12:15:00,82.5,77.5,82.38,80.28794736842104,2,1.0,SAFE,2
2026-01-13,Tuesday,5,02:00 PM,Cloud Computing,Prof. Sharma,2,MBA,C,Lab 2,120,117,97.5,Practical,0,0,0,9,2,1,13,0,Afternoon,2026-01-13 14:00:00,90.83,82.22,84.52285714285713,80.34314136125654,3,1.75,SAFE,2
2026-01-14,Wednesday,1,09:00 AM,Web Development,Ishwari Gaikwad,2,MBA,C,Lab 2,120,76,63.33,Practical,0,0,1,10,2,1,14,0,Morning,2026-01-14 09:00:00,97.5,90.27666666666666,84.76142857142857,80.4325,1,19.0,WARNING,1
